Issue_ID,Claim_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
DQ-00851,CLM005020,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00852,CLM030652,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00853,CLM050368,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00854,CLM003110,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00855,CLM026515,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00856,CLM058669,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00857,CLM035462,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00858,CLM022699,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00859,CLM054065,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00860,CLM006605,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00861,CLM054433,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00862,CLM044675,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00863,CLM022651,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00864,CLM018659,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00865,CLM046264,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00866,CLM047212,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00867,CLM030853,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00868,CLM029047,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00869,CLM015794,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00870,CLM018120,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00871,CLM053961,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00872,CLM053609,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00873,CLM072031,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
DQ-00874,CLM005280,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00875,CLM053021,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00876,CLM028671,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00877,CLM043672,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00878,CLM031137,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00879,CLM039730,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00880,CLM051201,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00881,CLM010841,Inconsistent Region Naming,Medium,Northern cape,Northern Cape,Standardized to the governed province name
DQ-00882,CLM010205,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00883,CLM049235,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00884,CLM040190,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00885,CLM019113,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00886,CLM027583,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00887,CLM054905,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00888,CLM004968,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00889,CLM015615,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00890,CLM072304,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00891,CLM037876,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00892,CLM003811,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00893,CLM046037,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00894,CLM048532,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00895,CLM028587,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00896,CLM034013,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00897,CLM046765,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00898,CLM032375,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00899,CLM072987,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00900,CLM019316,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00901,CLM009884,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00902,CLM068860,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00903,CLM046303,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00904,CLM040682,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00905,CLM059612,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00906,CLM014994,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00907,CLM058059,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00908,CLM052072,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00909,CLM070188,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00910,CLM002232,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00911,CLM026890,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00912,CLM073467,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00913,CLM024326,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00914,CLM016528,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00915,CLM016016,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00916,CLM013157,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00917,CLM066413,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00918,CLM069019,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00919,CLM000976,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00920,CLM048978,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00921,CLM037512,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00922,CLM059901,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00923,CLM061551,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00924,CLM034397,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00925,CLM065406,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
DQ-00926,CLM041875,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00927,CLM074985,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
DQ-00928,CLM027770,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00929,CLM001218,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
DQ-00930,CLM073476,Inconsistent Region Naming,Medium,Northern cape,Northern Cape,Standardized to the governed province name
DQ-00931,CLM037679,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00932,CLM043170,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00933,CLM005019,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00934,CLM062461,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00935,CLM011851,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00936,CLM048231,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00937,CLM005919,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00938,CLM004087,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00939,CLM037738,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00940,CLM013570,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00941,CLM028656,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00942,CLM037700,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00943,CLM031015,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00944,CLM030907,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00945,CLM002524,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00946,CLM044643,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00947,CLM025815,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00948,CLM018628,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00949,CLM019318,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00950,CLM010202,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00951,CLM027716,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00952,CLM031828,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00953,CLM066366,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00954,CLM046255,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00955,CLM056988,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00956,CLM023434,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00957,CLM032911,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00958,CLM031172,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00959,CLM004201,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
DQ-00960,CLM071673,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00961,CLM043734,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00962,CLM008606,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00963,CLM059039,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00964,CLM017626,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00965,CLM046713,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00966,CLM011750,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00967,CLM061869,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00968,CLM047722,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00969,CLM000071,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00970,CLM070633,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00971,CLM002996,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00972,CLM053199,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00973,CLM046306,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00974,CLM073745,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00975,CLM006509,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00976,CLM030963,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00977,CLM048771,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
DQ-00978,CLM071315,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00979,CLM013917,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00980,CLM029500,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
DQ-00981,CLM035006,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
DQ-00982,CLM023215,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
DQ-00983,CLM054368,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
DQ-00984,CLM038411,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
DQ-00985,CLM033408,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00986,CLM016866,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
DQ-00987,CLM057239,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
DQ-00988,CLM031499,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
